TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2017-21,NTA2020,50101,9,Mott Haven-Port Morris,"20,979",62.0
2017-21,NTA2020,50102,9,Melrose,"17,369",68.2
2017-21,NTA2020,50201,9,Hunts Point,"6,463",72.2
2017-21,NTA2020,50202,9,Longwood,"16,744",66.9
2017-21,NTA2020,50301,9,Morrisania,"14,731",65.9
2017-21,NTA2020,50302,9,Claremont Village-Claremont (East),"8,794",61.7
2017-21,NTA2020,50303,9,Crotona Park East,"13,149",69.0
2017-21,NTA2020,50401,9,Concourse-Concourse Village,"32,366",70.5
2017-21,NTA2020,50402,9,Highbridge,"14,125",71.1
2017-21,NTA2020,50403,9,Mount Eden-Claremont (West),"22,450",67.9
2017-21,NTA2020,50501,9,University Heights (South)-Morris Heights,"23,595",68.0
2017-21,NTA2020,50502,9,Mount Hope,"19,984",66.8
2017-21,NTA2020,50503,9,Fordham Heights,"13,105",66.0
2017-21,NTA2020,50601,9,West Farms,"6,978",61.1
2017-21,NTA2020,50602,9,Tremont,"14,034",71.4
2017-21,NTA2020,50603,9,Belmont,"12,455",65.6
2017-21,NTA2020,50701,9,University Heights (North)-Fordham,"21,995",71.6
2017-21,NTA2020,50702,9,Bedford Park,"26,217",71.5
2017-21,NTA2020,50703,9,Norwood,"19,436",72.3
2017-21,NTA2020,50801,9,Kingsbridge Heights-Van Cortlandt Village,"17,996",72.4
2017-21,NTA2020,50802,9,Kingsbridge-Marble Hill,"14,109",79.5
2017-21,NTA2020,50803,9,Riverdale-Spuyten Duyvil,"32,071",92.8
2017-21,NTA2020,50901,9,Soundview-Bruckner-Bronx River,"30,705",69.3
2017-21,NTA2020,50902,9,Soundview-Clason Point,"17,374",73.9
2017-21,NTA2020,50903,9,Castle Hill-Unionport,"19,579",74.6
2017-21,NTA2020,50904,9,Parkchester,"18,003",85.2
2017-21,NTA2020,51001,9,Westchester Square,"7,740",73.4
2017-21,NTA2020,51002,9,Throgs Neck-Schuylerville,"27,590",82.9
2017-21,NTA2020,51003,9,Pelham Bay-Country Club-City Island,"18,030",85.3
2017-21,NTA2020,51004,9,Co-op City,"24,935",86.0
2017-21,NTA2020,51101,9,Pelham Parkway-Van Nest,"16,804",80.7
2017-21,NTA2020,51102,9,Morris Park,"13,981",85.0
2017-21,NTA2020,51103,9,Pelham Gardens,"17,799",83.4
2017-21,NTA2020,51104,9,Allerton,"18,968",75.7
2017-21,NTA2020,51201,9,Williamsbridge-Olinville,"30,825",76.6
2017-21,NTA2020,51202,9,Eastchester-Edenwald-Baychester,"32,176",84.2
2017-21,NTA2020,51203,9,Wakefield-Woodlawn,"29,611",82.8
2017-21,NTA2020,470101,9,Greenpoint,"28,480",92.6
2017-21,NTA2020,470102,9,Williamsburg,"41,746",88.1
2017-21,NTA2020,470103,9,South Williamsburg,"12,992",70.0
2017-21,NTA2020,470104,9,East Williamsburg,"31,445",79.9
2017-21,NTA2020,470201,9,Brooklyn Heights,"18,198",97.6
2017-21,NTA2020,470202,9,Downtown Brooklyn-DUMBO-Boerum Hill,"26,531",93.0
2017-21,NTA2020,470203,9,Fort Greene,"22,424",88.5
2017-21,NTA2020,470204,9,Clinton Hill,"19,568",94.4
2017-21,NTA2020,470301,9,Bedford-Stuyvesant (West),"49,551",84.8
2017-21,NTA2020,470302,9,Bedford-Stuyvesant (East),"57,709",87.8
2017-21,NTA2020,470401,9,Bushwick (West),"31,847",79.0
2017-21,NTA2020,470402,9,Bushwick (East),"33,271",77.3
2017-21,NTA2020,470501,9,Cypress Hills,"22,369",80.2
2017-21,NTA2020,470502,9,East New York (North),"22,329",79.4
2017-21,NTA2020,470503,9,East New York-New Lots,"28,629",82.6
2017-21,NTA2020,470504,9,Spring Creek-Starrett City,"9,890",86.8
2017-21,NTA2020,470505,9,East New York-City Line,"25,229",84.0
2017-21,NTA2020,470601,9,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,"40,510",89.3
2017-21,NTA2020,470602,9,Park Slope,"43,614",96.2
2017-21,NTA2020,470701,9,Windsor Terrace-South Slope,"18,895",95.2
2017-21,NTA2020,470702,9,Sunset Park (West),"26,246",71.2
2017-21,NTA2020,470703,9,Sunset Park (Central),"16,969",53.6
2017-21,NTA2020,470801,9,Prospect Heights,"18,098",92.9
2017-21,NTA2020,470802,9,Crown Heights (North),"54,330",84.1
2017-21,NTA2020,470901,9,Crown Heights (South),"29,928",85.1
2017-21,NTA2020,470902,9,Prospect Lefferts Gardens-Wingate,"31,922",88.1
2017-21,NTA2020,471001,9,Bay Ridge,"55,726",88.0
2017-21,NTA2020,471002,9,Dyker Heights,"23,127",74.2
2017-21,NTA2020,471101,9,Bensonhurst,"51,323",71.0
2017-21,NTA2020,471102,9,Bath Beach,"18,852",80.3
2017-21,NTA2020,471103,9,Gravesend (West),"33,009",77.4
2017-21,NTA2020,471201,9,Sunset Park (East)-Borough Park (West),"11,853",57.7
2017-21,NTA2020,471202,9,Borough Park,"28,633",76.5
2017-21,NTA2020,471203,9,Kensington,"23,372",86.9
2017-21,NTA2020,471204,9,Mapleton-Midwood (West),"18,425",81.5
2017-21,NTA2020,471301,9,Gravesend (South),"16,798",79.7
2017-21,NTA2020,471302,9,Coney Island-Sea Gate,"31,163",82.3
2017-21,NTA2020,471303,9,Brighton Beach,"20,528",87.2
2017-21,NTA2020,471401,9,Flatbush,"43,442",87.8
2017-21,NTA2020,471402,9,Flatbush (West)-Ditmas Park-Parkville,"24,594",83.5
2017-21,NTA2020,471403,9,Midwood,"29,859",86.2
2017-21,NTA2020,471501,9,Gravesend (East)-Homecrest,"29,339",83.9
2017-21,NTA2020,471502,9,Madison,"26,354",87.4
2017-21,NTA2020,471503,9,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,"44,411",87.3
2017-21,NTA2020,471601,9,Ocean Hill,"21,824",83.1
2017-21,NTA2020,471602,9,Brownsville,"26,752",76.9
2017-21,NTA2020,471701,9,East Flatbush-Erasmus,"28,342",88.5
2017-21,NTA2020,471702,9,East Flatbush-Farragut,"23,424",88.9
2017-21,NTA2020,471703,9,East Flatbush-Rugby,"26,076",88.3
2017-21,NTA2020,471704,9,East Flatbush-Remsen Village,"22,817",83.7
2017-21,NTA2020,471801,9,Flatlands,"43,666",88.1
2017-21,NTA2020,471802,9,Marine Park-Mill Basin-Bergen Beach,"29,302",89.4
2017-21,NTA2020,471803,9,Canarsie,"54,366",88.1
2017-21,NTA2020,610101,9,Financial District-Battery Park City,"35,511",97.2
2017-21,NTA2020,610102,9,Tribeca-Civic Center,"16,338",94.8
2017-21,NTA2020,610201,9,SoHo-Little Italy-Hudson Square,"16,454",88.7
2017-21,NTA2020,610202,9,Greenwich Village,"23,594",99.0
2017-21,NTA2020,610203,9,West Village,"27,192",98.6
2017-21,NTA2020,610301,9,Chinatown-Two Bridges,"18,971",56.7
2017-21,NTA2020,610302,9,Lower East Side,"26,619",76.2
2017-21,NTA2020,610303,9,East Village,"46,050",87.7
2017-21,NTA2020,610401,9,Chelsea-Hudson Yards,"49,919",94.6
2017-21,NTA2020,610402,9,Hell's Kitchen,"44,565",94.1
2017-21,NTA2020,610501,9,Midtown South-Flatiron-Union Square,"20,880",96.1
2017-21,NTA2020,610502,9,Midtown-Times Square,"17,454",96.2
2017-21,NTA2020,610601,9,Stuyvesant Town-Peter Cooper Village,"17,307",97.9
2017-21,NTA2020,610602,9,Gramercy,"19,249",97.3
2017-21,NTA2020,610603,9,Murray Hill-Kips Bay,"43,977",96.9
2017-21,NTA2020,610604,9,East Midtown-Turtle Bay,"34,037",97.0
2017-21,NTA2020,610701,9,Upper West Side-Lincoln Square,"50,755",97.9
2017-21,NTA2020,610702,9,Upper West Side (Central),"77,796",95.9
2017-21,NTA2020,610703,9,Upper West Side-Manhattan Valley,"36,081",87.9
2017-21,NTA2020,610801,9,Upper East Side-Lenox Hill-Roosevelt Island,"62,450",97.6
2017-21,NTA2020,610802,9,Upper East Side-Carnegie Hill,"42,507",98.2
2017-21,NTA2020,610803,9,Upper East Side-Yorkville,"63,488",96.4
2017-21,NTA2020,610901,9,Morningside Heights,"21,131",94.6
2017-21,NTA2020,610902,9,Manhattanville-West Harlem,"12,955",77.4
2017-21,NTA2020,610903,9,Hamilton Heights-Sugar Hill,"32,123",78.6
2017-21,NTA2020,611001,9,Harlem (South),"32,605",87.4
2017-21,NTA2020,611002,9,Harlem (North),"48,967",82.9
2017-21,NTA2020,611101,9,East Harlem (South),"34,278",78.3
2017-21,NTA2020,611102,9,East Harlem (North),"34,290",75.9
2017-21,NTA2020,611201,9,Washington Heights (South),"43,552",70.3
2017-21,NTA2020,611202,9,Washington Heights (North),"49,817",79.3
2017-21,NTA2020,611203,9,Inwood,"24,398",77.0
2017-21,NTA2020,810101,9,Astoria (North)-Ditmars-Steinway,"33,644",88.4
2017-21,NTA2020,810102,9,Old Astoria-Hallets Point,"8,622",86.8
2017-21,NTA2020,810103,9,Astoria (Central),"35,388",91.5
2017-21,NTA2020,810104,9,Astoria (East)-Woodside (North),"25,467",87.7
2017-21,NTA2020,810105,9,Queensbridge-Ravenswood-Dutch Kills,"16,211",85.0
2017-21,NTA2020,810201,9,Long Island City-Hunters Point,"18,022",95.7
2017-21,NTA2020,810202,9,Sunnyside,"33,502",86.6
2017-21,NTA2020,810203,9,Woodside,"30,533",81.8
2017-21,NTA2020,810301,9,Jackson Heights,"56,126",79.9
2017-21,NTA2020,810302,9,East Elmhurst,"13,873",76.9
2017-21,NTA2020,810303,9,North Corona,"17,043",61.0
2017-21,NTA2020,810401,9,Elmhurst,"55,968",75.4
2017-21,NTA2020,810402,9,Corona,"32,876",66.4
2017-21,NTA2020,810501,9,Maspeth,"26,025",85.7
2017-21,NTA2020,810502,9,Ridgewood,"42,761",83.0
2017-21,NTA2020,810503,9,Glendale,"22,097",85.3
2017-21,NTA2020,810504,9,Middle Village,"23,796",86.0
2017-21,NTA2020,810601,9,Rego Park,"20,816",89.0
2017-21,NTA2020,810602,9,Forest Hills,"67,082",93.7
2017-21,NTA2020,810701,9,College Point,"16,894",77.0
2017-21,NTA2020,810702,9,Whitestone-Beechhurst,"19,637",85.0
2017-21,NTA2020,810703,9,Bay Terrace-Clearview,"16,283",90.1
2017-21,NTA2020,810704,9,Murray Hill-Broadway Flushing,"34,084",79.1
2017-21,NTA2020,810705,9,East Flushing,"18,384",75.5
2017-21,NTA2020,810706,9,Queensboro Hill,"10,785",72.5
2017-21,NTA2020,810707,9,Flushing-Willets Point,"32,445",69.1
2017-21,NTA2020,810801,9,Kew Gardens Hills,"20,756",89.3
2017-21,NTA2020,810802,9,Pomonok-Electchester-Hillcrest,"20,167",83.7
2017-21,NTA2020,810803,9,Fresh Meadows-Utopia,"14,400",90.9
2017-21,NTA2020,810804,9,Jamaica Estates-Holliswood,"16,019",89.9
2017-21,NTA2020,810805,9,Jamaica Hills-Briarwood,"25,054",85.2
2017-21,NTA2020,810901,9,Kew Gardens,"16,247",90.0
2017-21,NTA2020,810902,9,Richmond Hill,"19,840",79.8
2017-21,NTA2020,810903,9,South Richmond Hill,"12,284",72.6
2017-21,NTA2020,810904,9,Ozone Park (North),"14,027",78.1
2017-21,NTA2020,810905,9,Woodhaven,"22,841",77.7
2017-21,NTA2020,811001,9,South Ozone Park,"47,618",76.7
2017-21,NTA2020,811002,9,Ozone Park,"13,883",80.5
2017-21,NTA2020,811003,9,Howard Beach-Lindenwood,"20,894",88.7
2017-21,NTA2020,811101,9,Auburndale,"21,747",81.6
2017-21,NTA2020,811102,9,Bayside,"23,879",87.4
2017-21,NTA2020,811103,9,Douglaston-Little Neck,"18,655",90.4
2017-21,NTA2020,811104,9,Oakland Gardens-Hollis Hills,"17,546",89.2
2017-21,NTA2020,811201,9,Jamaica,"28,267",70.4
2017-21,NTA2020,811202,9,South Jamaica,"23,534",78.9
2017-21,NTA2020,811203,9,Baisley Park,"25,416",83.5
2017-21,NTA2020,811204,9,Springfield Gardens (North)-Rochdale Village,"19,937",89.0
2017-21,NTA2020,811205,9,St. Albans,"35,189",88.8
2017-21,NTA2020,811206,9,Hollis,"14,398",85.9
2017-21,NTA2020,811301,9,Glen Oaks-Floral Park-New Hyde Park,"17,406",88.3
2017-21,NTA2020,811302,9,Bellerose,"18,206",86.2
2017-21,NTA2020,811303,9,Queens Village,"35,581",83.1
2017-21,NTA2020,811304,9,Cambria Heights,"15,202",93.0
2017-21,NTA2020,811305,9,Laurelton,"18,881",91.2
2017-21,NTA2020,811306,9,Springfield Gardens (South)-Brookville,"14,446",89.4
2017-21,NTA2020,811307,9,Rosedale,"17,612",90.2
2017-21,NTA2020,811401,9,Far Rockaway-Bayswater,"31,553",79.9
2017-21,NTA2020,811402,9,Rockaway Beach-Arverne-Edgemere,"23,742",82.1
2017-21,NTA2020,811403,9,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"17,461",91.0
2017-21,NTA2020,850101,9,St. George-New Brighton,"10,388",79.9
2017-21,NTA2020,850102,9,Tompkinsville-Stapleton-Clifton-Fox Hills,"8,839",79.2
2017-21,NTA2020,850103,9,Rosebank-Shore Acres-Park Hill,"14,148",81.7
2017-21,NTA2020,850104,9,West New Brighton-Silver Lake-Grymes Hill,"22,372",91.2
2017-21,NTA2020,850105,9,Westerleigh-Castleton Corners,"20,610",90.2
2017-21,NTA2020,850106,9,Port Richmond,"10,380",83.2
2017-21,NTA2020,850107,9,Mariner's Harbor-Arlington-Graniteville,"18,566",83.3
2017-21,NTA2020,850201,9,Grasmere-Arrochar-South Beach-Dongan Hills,"22,638",85.4
2017-21,NTA2020,850202,9,New Dorp-Midland Beach,"16,714",84.6
2017-21,NTA2020,850203,9,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,"20,499",91.1
2017-21,NTA2020,850204,9,New Springville-Willowbrook-Bulls Head-Travis,"27,808",88.4
2017-21,NTA2020,850301,9,Oakwood-Richmondtown,"14,437",92.7
2017-21,NTA2020,850302,9,Great Kills-Eltingville,"38,451",95.0
2017-21,NTA2020,850303,9,Arden Heights-Rossville,"20,433",92.3
2017-21,NTA2020,850304,9,Annadale-Huguenot-Prince's Bay-Woodrow,"27,983",92.6
2017-21,NTA2020,850305,9,Tottenville-Charleston,"10,402",89.2
2017-21,CDTA2020,501,7,Melrose-Mott Haven-Port Morris (CD 1),"38,348",64.7
2017-21,CDTA2020,502,7,Longwood-Hunts Point (CD 2),"23,207",68.3
2017-21,CDTA2020,503,7,Morrisania-Crotona Park East (CD 3),"36,674",65.9
2017-21,CDTA2020,504,7,Highbridge-Concourse (CD 4),"68,941",69.8
2017-21,CDTA2020,505,7,Morris Heights-Mount Hope (CD 5),"56,684",67.1
2017-21,CDTA2020,506,7,Tremont-Belmont-West Farms (CD 6),"33,467",66.9
2017-21,CDTA2020,507,7,Fordham-Bedford Park-Norwood (CD 7),"67,648",71.7
2017-21,CDTA2020,508,7,Riverdale-Kingsbridge-Marble Hill (CD 8),"64,176",83.2
2017-21,CDTA2020,509,7,Soundview-Parkchester (CD 9),"85,661",74.4
2017-21,CDTA2020,510,7,Co-op City-Throgs Neck (CD 10),"78,295",83.3
2017-21,CDTA2020,511,7,Pelham Parkway-Morris Park (CD 11),"67,552",80.7
2017-21,CDTA2020,512,7,Wakefield-Williamsbridge-Eastchester (CD 12),"92,612",81.1
2017-21,CDTA2020,4701,7,Williamsburg-Greenpoint (CD 1),"114,663",84.3
2017-21,CDTA2020,4702,7,Downtown Brooklyn-Fort Greene (CD 2),"86,721",93.0
2017-21,CDTA2020,4703,7,Bedford-Stuyvesant (CD 3),"107,260",86.4
2017-21,CDTA2020,4704,7,Bushwick (CD 4),"65,118",78.1
2017-21,CDTA2020,4705,7,East New York-Cypress Hills (CD 5),"108,446",82.1
2017-21,CDTA2020,4706,7,Park Slope-Carroll Gardens (CD 6),"84,124",92.8
2017-21,CDTA2020,4707,7,Sunset Park-Windsor Terrace (CD 7),"62,110",70.3
2017-21,CDTA2020,4708,7,Crown Heights (North) (CD 8),"72,428",86.2
2017-21,CDTA2020,4709,7,Crown Heights (South) (CD 9),"61,850",86.6
2017-21,CDTA2020,4710,7,Bay Ridge-Dyker Heights (CD 10),"78,853",83.4
2017-21,CDTA2020,4711,7,Bensonhurst-Bath Beach (CD 11),"103,184",74.5
2017-21,CDTA2020,4712,7,Borough Park-Kensington (CD 12),"82,283",76.6
2017-21,CDTA2020,4713,7,Coney Island-Brighton Beach (CD 13),"68,489",83.1
2017-21,CDTA2020,4714,7,Flatbush-Midwood (CD 14),"97,895",86.2
2017-21,CDTA2020,4715,7,Sheepshead Bay-Gravesend (East) (CD 15),"100,104",86.3
2017-21,CDTA2020,4716,7,Ocean Hill-Brownsville (CD 16),"48,576",79.6
2017-21,CDTA2020,4717,7,East Flatbush (CD 17),"100,659",87.4
2017-21,CDTA2020,4718,7,Canarsie-Flatlands (CD 18),"127,334",88.4
2017-21,CDTA2020,6101,7,Financial District-Tribeca (CD 1),"51,849",96.4
2017-21,CDTA2020,6102,7,Greenwich Village-SoHo (CD 2),"67,240",96.1
2017-21,CDTA2020,6103,7,Lower East Side-Chinatown (CD 3),"91,640",75.8
2017-21,CDTA2020,6104,7,Chelsea-Hell's Kitchen (CD 4),"94,484",94.3
2017-21,CDTA2020,6105,7,Midtown-Flatiron-Union Square (CD 5),"38,334",96.1
2017-21,CDTA2020,6106,7,East Midtown-Murray Hill (CD 6),"114,570",97.1
2017-21,CDTA2020,6107,7,Upper West Side (CD 7),"164,632",94.6
2017-21,CDTA2020,6108,7,Upper East Side-Roosevelt Island (CD 8),"168,445",97.3
2017-21,CDTA2020,6109,7,Morningside Heights-Hamilton Heights (CD 9),"66,209",82.8
2017-21,CDTA2020,6110,7,Harlem (CD 10),"81,572",84.7
2017-21,CDTA2020,6111,7,East Harlem (CD 11),"68,568",77.1
2017-21,CDTA2020,6112,7,Washington Heights-Inwood (CD 12),"117,767",75.2
2017-21,CDTA2020,8101,7,Astoria-Queensbridge (CD 1),"119,332",88.6
2017-21,CDTA2020,8102,7,Long Island City-Sunnyside-Woodside (CD 2),"82,057",86.5
2017-21,CDTA2020,8103,7,Jackson Heights-East Elmhurst (CD 3),"87,042",74.9
2017-21,CDTA2020,8104,7,Elmhurst-Corona (CD 4),"88,844",71.8
2017-21,CDTA2020,8105,7,Ridgewood-Maspeth-Middle Village (CD 5),"114,679",84.7
2017-21,CDTA2020,8106,7,Forest Hills-Rego Park (CD 6),"87,898",92.5
2017-21,CDTA2020,8107,7,Flushing-Murray Hill-Whitestone (CD 7),"148,512",77.2
2017-21,CDTA2020,8108,7,Fresh Meadows-Hillcrest-Briarwood (CD 8),"96,396",87.3
2017-21,CDTA2020,8109,7,Kew Gardens-Richmond Hill-Woodhaven (CD 9),"85,239",79.5
2017-21,CDTA2020,8110,7,South Ozone Park-Howard Beach (CD 10),"82,395",80.1
2017-21,CDTA2020,8111,7,Auburndale-Bayside-Douglaston (CD 11),"81,827",86.8
2017-21,CDTA2020,8112,7,Jamaica-St. Albans-Hollis (CD 12),"146,741",81.9
2017-21,CDTA2020,8113,7,Queens Village-Bellerose-Rosedale (CD 13),"137,334",87.8
2017-21,CDTA2020,8114,7,The Rockaways (CD 14),"72,756",83.1
2017-21,CDTA2020,8501,7,North Shore (CD 1),"105,303",85.2
2017-21,CDTA2020,8502,7,Mid-Island (CD 2),"87,659",87.5
2017-21,CDTA2020,8503,7,South Shore (CD 3),"111,706",93.0
2017-21,UHF42,101,4,Kingsbridge - Riverdale,"58,612",85.0
2017-21,UHF42,102,4,Northeast Bronx,"123,374",82.7
2017-21,UHF42,103,4,Fordham - Bronx Pk,"122,412",71.6
2017-21,UHF42,104,4,Pelham - Throgs Neck,"162,813",78.1
2017-21,UHF42,105,4,Crotona -Tremont,"93,594",68.6
2017-21,UHF42,106,4,High Bridge - Morrisania,"94,032",68.1
2017-21,UHF42,107,4,Hunts Point - Mott Haven,"58,849",66.0
2017-21,UHF42,201,4,Greenpoint,"68,762",87.5
2017-21,UHF42,202,4,Downtown - Heights - Slope,"180,295",92.2
2017-21,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"217,372",85.2
2017-21,UHF42,204,4,East New York,"108,403",81.7
2017-21,UHF42,205,4,Sunset Park,"52,659",62.3
2017-21,UHF42,206,4,Borough Park,"164,176",77.9
2017-21,UHF42,207,4,East Flatbush - Flatbush,"193,028",88.3
2017-21,UHF42,208,4,Canarsie - Flatlands,"131,386",88.3
2017-21,UHF42,209,4,Bensonhurst - Bay Ridge,"127,430",82.3
2017-21,UHF42,210,4,Coney Island - Sheepshead Bay,"181,162",84.2
2017-21,UHF42,211,4,Williamsburg - Bushwick,"122,800",79.3
2017-21,UHF42,301,4,Washington Heights,"155,614",76.1
2017-21,UHF42,302,4,Central Harlem - Morningside Heights,"108,221",85.0
2017-21,UHF42,303,4,East Harlem,"62,446",75.8
2017-21,UHF42,304,4,Upper West Side,"170,597",94.7
2017-21,UHF42,305,4,Upper East Side,"168,421",97.3
2017-21,UHF42,306,4,Chelsea - Clinton,"128,614",94.9
2017-21,UHF42,307,4,Gramercy Park - Murray Hill,"107,277",96.9
2017-21,UHF42,308,4,Greenwich Village - SoHo,"61,107",93.5
2017-21,UHF42,309,4,Union Square - Lower East Side,"119,370",81.9
2017-21,UHF42,310,4,Lower Manhattan,"44,797",92.8
2017-21,UHF42,401,4,Long Island City - Astoria,"148,165",90.0
2017-21,UHF42,402,4,West Queens,"256,625",75.7
2017-21,UHF42,403,4,Flushing - Clearview,"155,500",77.5
2017-21,UHF42,404,4,Bayside - Little Neck,"63,216",88.2
2017-21,UHF42,405,4,Ridgewood - Forest Hills,"178,086",88.2
2017-21,UHF42,406,4,Fresh Meadows,"60,604",85.6
2017-21,UHF42,407,4,Southwest Queens,"167,565",79.8
2017-21,UHF42,408,4,Jamaica,"188,549",83.0
2017-21,UHF42,409,4,Southeast Queens,"213,459",88.9
2017-21,UHF42,410,4,Rockaways,"72,764",83.0
2017-21,UHF42,501,4,Port Richmond,"39,541",84.4
2017-21,UHF42,502,4,Stapleton - St. George,"75,565",84.3
2017-21,UHF42,503,4,Willowbrook,"59,905",89.9
2017-21,UHF42,504,4,South Beach - Tottenville,"130,120",92.1
2017-21,Borough,1,1,Bronx,"711,217",74.1
2017-21,Borough,2,1,Brooklyn,"1,570,710",83.7
2017-21,Borough,3,1,Manhattan,"1,131,913",88.4
2017-21,Borough,4,1,Queens,"1,431,155",82.7
2017-21,Borough,5,1,Staten Island,"305,131",88.6
2017-21,Citywide,1,0,New York City,"5,150,126",83.2
2016-20,NTA2020,50101,9,Mott Haven-Port Morris,"19,759",61.2
2016-20,NTA2020,50102,9,Melrose,"16,617",67.2
2016-20,NTA2020,50201,9,Hunts Point,"6,502",72.2
2016-20,NTA2020,50202,9,Longwood,"16,010",67.5
2016-20,NTA2020,50301,9,Morrisania,"14,204",66.1
2016-20,NTA2020,50302,9,Claremont Village-Claremont (East),"9,158",63.6
2016-20,NTA2020,50303,9,Crotona Park East,"12,322",68.7
2016-20,NTA2020,50401,9,Concourse-Concourse Village,"30,733",69.8
2016-20,NTA2020,50402,9,Highbridge,"13,054",68.5
2016-20,NTA2020,50403,9,Mount Eden-Claremont (West),"21,282",69.3
2016-20,NTA2020,50501,9,University Heights (South)-Morris Heights,"22,992",69.1
2016-20,NTA2020,50502,9,Mount Hope,"18,759",66.1
2016-20,NTA2020,50503,9,Fordham Heights,"12,376",63.5
2016-20,NTA2020,50601,9,West Farms,"6,374",59.8
2016-20,NTA2020,50602,9,Tremont,"13,028",70.2
2016-20,NTA2020,50603,9,Belmont,"12,487",67.1
2016-20,NTA2020,50701,9,University Heights (North)-Fordham,"20,013",67.9
2016-20,NTA2020,50702,9,Bedford Park,"25,811",72.2
2016-20,NTA2020,50703,9,Norwood,"18,535",71.0
2016-20,NTA2020,50801,9,Kingsbridge Heights-Van Cortlandt Village,"17,547",71.3
2016-20,NTA2020,50802,9,Kingsbridge-Marble Hill,"13,020",78.2
2016-20,NTA2020,50803,9,Riverdale-Spuyten Duyvil,"30,287",91.2
2016-20,NTA2020,50901,9,Soundview-Bruckner-Bronx River,"29,583",68.1
2016-20,NTA2020,50902,9,Soundview-Clason Point,"17,083",73.5
2016-20,NTA2020,50903,9,Castle Hill-Unionport,"19,007",72.0
2016-20,NTA2020,50904,9,Parkchester,"18,062",84.7
2016-20,NTA2020,51001,9,Westchester Square,"7,593",73.7
2016-20,NTA2020,51002,9,Throgs Neck-Schuylerville,"26,536",83.5
2016-20,NTA2020,51003,9,Pelham Bay-Country Club-City Island,"17,791",86.6
2016-20,NTA2020,51004,9,Co-op City,"23,230",82.4
2016-20,NTA2020,51101,9,Pelham Parkway-Van Nest,"15,715",79.5
2016-20,NTA2020,51102,9,Morris Park,"13,648",84.1
2016-20,NTA2020,51103,9,Pelham Gardens,"17,400",82.1
2016-20,NTA2020,51104,9,Allerton,"18,699",74.7
2016-20,NTA2020,51201,9,Williamsbridge-Olinville,"30,090",75.8
2016-20,NTA2020,51202,9,Eastchester-Edenwald-Baychester,"31,562",83.2
2016-20,NTA2020,51203,9,Wakefield-Woodlawn,"27,997",82.5
2016-20,NTA2020,470101,9,Greenpoint,"25,904",91.1
2016-20,NTA2020,470102,9,Williamsburg,"38,852",87.8
2016-20,NTA2020,470103,9,South Williamsburg,"12,499",69.0
2016-20,NTA2020,470104,9,East Williamsburg,"29,545",78.2
2016-20,NTA2020,470201,9,Brooklyn Heights,"17,680",98.2
2016-20,NTA2020,470202,9,Downtown Brooklyn-DUMBO-Boerum Hill,"25,293",93.5
2016-20,NTA2020,470203,9,Fort Greene,"21,740",88.3
2016-20,NTA2020,470204,9,Clinton Hill,"19,008",94.0
2016-20,NTA2020,470301,9,Bedford-Stuyvesant (West),"46,197",83.6
2016-20,NTA2020,470302,9,Bedford-Stuyvesant (East),"53,859",87.0
2016-20,NTA2020,470401,9,Bushwick (West),"28,740",76.9
2016-20,NTA2020,470402,9,Bushwick (East),"30,767",76.6
2016-20,NTA2020,470501,9,Cypress Hills,"21,250",80.5
2016-20,NTA2020,470502,9,East New York (North),"20,616",79.1
2016-20,NTA2020,470503,9,East New York-New Lots,"26,562",82.1
2016-20,NTA2020,470504,9,Spring Creek-Starrett City,"9,112",84.7
2016-20,NTA2020,470505,9,East New York-City Line,"24,035",83.2
2016-20,NTA2020,470601,9,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,"38,246",88.4
2016-20,NTA2020,470602,9,Park Slope,"42,279",95.8
2016-20,NTA2020,470701,9,Windsor Terrace-South Slope,"17,720",93.8
2016-20,NTA2020,470702,9,Sunset Park (West),"25,020",70.4
2016-20,NTA2020,470703,9,Sunset Park (Central),"15,796",51.6
2016-20,NTA2020,470801,9,Prospect Heights,"16,457",92.5
2016-20,NTA2020,470802,9,Crown Heights (North),"50,914",83.1
2016-20,NTA2020,470901,9,Crown Heights (South),"29,322",85.6
2016-20,NTA2020,470902,9,Prospect Lefferts Gardens-Wingate,"30,808",88.5
2016-20,NTA2020,471001,9,Bay Ridge,"51,773",87.4
2016-20,NTA2020,471002,9,Dyker Heights,"21,816",73.7
2016-20,NTA2020,471101,9,Bensonhurst,"49,076",71.8
2016-20,NTA2020,471102,9,Bath Beach,"18,355",80.5
2016-20,NTA2020,471103,9,Gravesend (West),"31,141",77.6
2016-20,NTA2020,471201,9,Sunset Park (East)-Borough Park (West),"11,268",56.6
2016-20,NTA2020,471202,9,Borough Park,"26,782",75.5
2016-20,NTA2020,471203,9,Kensington,"22,255",84.7
2016-20,NTA2020,471204,9,Mapleton-Midwood (West),"17,989",83.1
2016-20,NTA2020,471301,9,Gravesend (South),"15,927",79.2
2016-20,NTA2020,471302,9,Coney Island-Sea Gate,"29,288",82.6
