TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2012-16,NTA2010,8101,8,South Jamaica,"20,597",78.9
2012-16,NTA2010,8102,8,Springfield Gardens North,"16,608",87.2
2012-16,NTA2010,8103,8,Springfield Gardens South-Brookville,"12,029",86.0
2012-16,NTA2010,8105,8,Rosedale,"16,191",88.1
2012-16,NTA2010,8106,8,Jamaica Estates-Holliswood,"16,632",87.1
2012-16,NTA2010,8107,8,Hollis,"12,122",83.4
2012-16,NTA2010,8108,8,St. Albans,"31,881",87.9
2012-16,NTA2010,8110,8,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"18,221",89.2
2012-16,NTA2010,8112,8,Hammels-Arverne-Edgemere,"18,193",75.2
2012-16,NTA2010,8115,8,Far Rockaway-Bayswater,"23,596",71.9
2012-16,NTA2010,8117,8,Forest Hills,"61,783",92.7
2012-16,NTA2010,8118,8,Rego Park,"19,627",89.3
2012-16,NTA2010,8119,8,Glendale,"20,706",85.5
2012-16,NTA2010,8120,8,Ridgewood,"38,771",80.0
2012-16,NTA2010,8121,8,Middle Village,"25,038",87.1
2012-16,NTA2010,8122,8,Flushing,"39,342",72.6
2012-16,NTA2010,8123,8,College Point,"13,467",76.8
2012-16,NTA2010,8125,8,Corona,"25,448",67.3
2012-16,NTA2010,8126,8,North Corona,"17,917",52.6
2012-16,NTA2010,8127,8,East Elmhurst,"10,973",74.7
2012-16,NTA2010,8128,8,Jackson Heights,"57,247",76.4
2012-16,NTA2010,8129,8,Elmhurst,"42,654",71.3
2012-16,NTA2010,8130,8,Maspeth,"17,631",85.3
2012-16,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,"43,247",83.7
2012-16,NTA2010,8133,8,Cambria Heights,"13,068",90.7
2012-16,NTA2010,8134,8,Queens Village,"32,376",83.7
2012-16,NTA2010,8135,8,Briarwood-Jamaica Hills,"25,016",82.9
2012-16,NTA2010,8137,8,Kew Gardens Hills,"22,424",88.7
2012-16,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,"19,872",84.8
2012-16,NTA2010,8141,8,Fresh Meadows-Utopia,"11,869",89.1
2012-16,NTA2010,8142,8,Oakland Gardens,"18,967",89.7
2012-16,NTA2010,8143,8,Bellerose,"16,225",87.9
2012-16,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,"16,443",90.6
2012-16,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,"17,754",92.2
2012-16,NTA2010,8146,8,Bayside-Bayside Hills,"29,524",88.6
2012-16,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,"15,487",90.3
2012-16,NTA2010,8148,8,Auburndale,"13,248",85.7
2012-16,NTA2010,8149,8,Whitestone,"19,689",86.5
2012-16,NTA2010,8150,8,Elmhurst-Maspeth,"15,266",77.9
2012-16,NTA2010,8151,8,Murray Hill,"31,031",77.5
2012-16,NTA2010,8152,8,East Flushing,"14,799",74.5
2012-16,NTA2010,8153,8,Woodhaven,"31,279",76.0
2012-16,NTA2010,8154,8,Richmond Hill,"32,282",72.1
2012-16,NTA2010,8155,8,South Ozone Park,"42,427",73.8
2012-16,NTA2010,8156,8,Ozone Park,"12,151",78.4
2012-16,NTA2010,8157,8,Lindenwood-Howard Beach,"17,641",84.4
2012-16,NTA2010,8160,8,Kew Gardens,"15,283",89.0
2012-16,NTA2010,8161,8,Jamaica,"25,766",69.0
2012-16,NTA2010,8162,8,Queensboro Hill,"10,870",70.1
2012-16,NTA2010,8163,8,Woodside,"25,851",77.5
2012-16,NTA2010,8166,8,Laurelton,"17,038",90.0
2012-16,NTA2010,8168,8,Queensbridge-Ravenswood-Long Island City,"9,970",75.3
2012-16,NTA2010,8170,8,Astoria,"51,822",84.7
2012-16,NTA2010,8171,8,Old Astoria,"16,700",80.8
2012-16,NTA2010,8172,8,Steinway,"31,756",86.0
2012-16,NTA2010,8176,8,Baisley Park,"21,430",82.8
2012-16,NTA2010,8501,8,Annadale-Huguenot-Prince's Bay-Eltingville,"18,816",92.5
2012-16,NTA2010,8505,8,New Springville-Bloomfield-Travis,"25,576",89.0
2012-16,NTA2010,8507,8,Westerleigh,"15,561",92.4
2012-16,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,"11,329",84.8
2012-16,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,"15,132",91.9
2012-16,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"15,441",82.4
2012-16,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,"9,693",88.4
2012-16,NTA2010,8522,8,West New Brighton-New Brighton-St. George,"17,534",84.1
2012-16,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"20,865",89.8
2012-16,NTA2010,8525,8,Oakwood-Oakwood Beach,"13,696",91.4
2012-16,NTA2010,8528,8,Port Richmond,"11,226",86.9
2012-16,NTA2010,8532,8,Rossville-Woodrow,"13,835",93.3
2012-16,NTA2010,8535,8,New Brighton-Silver Lake,"10,712",88.0
2012-16,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,"15,278",86.6
2012-16,NTA2010,8537,8,Stapleton-Rosebank,"14,121",79.2
2012-16,NTA2010,8545,8,New Dorp-Midland Beach,"13,699",91.2
2012-16,NTA2010,8548,8,Arden Heights,"16,910",92.2
2012-16,NTA2010,8554,8,Great Kills,"28,853",92.7
2012-16,CD,101,6,Financial District (CD1),"116,338",96.2
2012-16,CD,102,6,Greenwich Village and Soho (CD2),"116,338",96.2
2012-16,CD,103,6,Lower East Side and Chinatown (CD3),"93,495",75.7
2012-16,CD,104,6,Clinton and Chelsea (CD4),"115,272",94.4
2012-16,CD,105,6,Midtown (CD5),"115,272",94.4
2012-16,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),"114,612",97.0
2012-16,CD,107,6,Upper West Side (CD7),"146,135",94.2
2012-16,CD,108,6,Upper East Side (CD8),"174,659",97.3
2012-16,CD,109,6,Morningside Heights and Hamilton Heights (CD9),"68,548",79.3
2012-16,CD,110,6,Central Harlem (CD10),"75,195",81.0
2012-16,CD,111,6,East Harlem (CD11),"61,174",75.1
2012-16,CD,112,6,Washington Heights and Inwood (CD12),"110,544",70.8
2012-16,CD,201,6,Mott Haven and Melrose (CD1),"52,336",59.6
2012-16,CD,202,6,Hunts Point and Longwood (CD2),"52,336",59.6
2012-16,CD,203,6,Morrisania and Crotona (CD3),"62,011",63.7
2012-16,CD,204,6,Highbridge and Concourse (CD4),"54,698",64.5
2012-16,CD,205,6,Fordham and University Heights (CD5),"52,937",65.7
2012-16,CD,206,6,Belmont and East Tremont (CD6),"62,011",63.7
2012-16,CD,207,6,Kingsbridge Heights and Bedford (CD7),"55,403",67.9
2012-16,CD,208,6,Riverdale and Fieldston (CD8),"61,905",81.9
2012-16,CD,209,6,Parkchester and Soundview (CD9),"85,899",70.5
2012-16,CD,210,6,Throgs Neck and Co-op City (CD10),"72,778",84.0
2012-16,CD,211,6,Morris Park and Bronxdale (CD11),"67,184",76.4
2012-16,CD,212,6,Williamsbridge and Baychester (CD12),"75,869",80.3
2012-16,CD,301,6,Greenpoint and Williamsburg (CD1),"91,303",83.3
2012-16,CD,302,6,Fort Greene and Brooklyn Heights (CD2),"88,089",89.2
2012-16,CD,303,6,Bedford Stuyvesant (CD3),"70,348",78.7
2012-16,CD,304,6,Bushwick (CD4),"57,366",65.3
2012-16,CD,305,6,East New York and Starrett City (CD5),"75,178",77.0
2012-16,CD,306,6,Park Slope and Carroll Gardens (CD6),"79,405",91.2
2012-16,CD,307,6,Sunset Park (CD7),"59,820",59.0
2012-16,CD,308,6,Crown Heights and Prospect Heights (CD8),"74,707",83.5
2012-16,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),"62,913",83.9
2012-16,CD,310,6,Bay Ridge and Dyker Heights (CD10),"73,312",81.2
2012-16,CD,311,6,Bensonhurst (CD11),"99,534",73.8
2012-16,CD,312,6,Borough Park (CD12),"69,392",77.0
2012-16,CD,313,6,Coney Island (CD13),"65,857",82.2
2012-16,CD,314,6,Flatbush and Midwood (CD14),"86,391",82.1
2012-16,CD,315,6,Sheepshead Bay (CD15),"90,221",85.3
2012-16,CD,316,6,Brownsville (CD16),"55,229",72.9
2012-16,CD,317,6,East Flatbush (CD17),"80,463",85.2
2012-16,CD,318,6,Flatlands and Canarsie (CD18),"122,827",87.4
2012-16,CD,401,6,Long Island City and Astoria (CD1),"110,248",83.5
2012-16,CD,402,6,Woodside and Sunnyside (CD2),"84,364",80.6
2012-16,CD,403,6,Jackson Heights (CD3),"86,137",69.7
2012-16,CD,404,6,Elmhurst and Corona (CD4),"68,102",69.8
2012-16,CD,405,6,Ridgewood and Maspeth (CD5),"102,146",83.7
2012-16,CD,406,6,Rego Park and Forest Hills (CD6),"81,410",91.9
2012-16,CD,407,6,Flushing and Whitestone (CD7),"144,685",77.3
2012-16,CD,408,6,Hillcrest and Fresh Meadows (CD8),"95,813",86.1
2012-16,CD,409,6,Kew Gardens and Woodhaven (CD9),"78,844",76.5
2012-16,CD,410,6,South Ozone Park and Howard Beach (CD10),"72,219",76.9
2012-16,CD,411,6,Bayside and Little Neck (CD11),"79,493",89.1
2012-16,CD,412,6,Jamaica and Hollis (CD12),"128,404",80.6
2012-16,CD,413,6,Queens Village (CD13),"123,370",87.5
2012-16,CD,414,6,Rockaway and Broad Channel (CD14),"60,010",77.5
2012-16,CD,501,6,St. George and Stapleton (CD1),"95,924",85.1
2012-16,CD,502,6,South Beach and Willowbrook (CD2),"85,111",89.0
2012-16,CD,503,6,Tottenville and Great Kills (CD3),"107,242",92.4
2012-16,Subboro,1,5,Mott Haven/Hunts Point,"54,517",58.5
2012-16,Subboro,2,5,Morrisania/East Tremont,"62,763",63.9
2012-16,Subboro,3,5,Highbridge/South Concourse,"54,698",64.5
2012-16,Subboro,4,5,University Heights/Fordham,"52,937",65.7
2012-16,Subboro,5,5,Kingsbridge Heights/Mosholu,"55,403",67.9
2012-16,Subboro,6,5,Riverdale/Kingsbridge,"61,905",81.9
2012-16,Subboro,7,5,Soundview/Parkchester,"85,997",70.5
2012-16,Subboro,8,5,Throgs Neck/Co-op City,"72,836",84.0
2012-16,Subboro,9,5,Pelham Parkway,"67,184",76.4
2012-16,Subboro,10,5,Williamsbridge/Baychester,"75,889",80.3
2012-16,Subboro,11,5,Williamsburg/Greenpoint,"91,303",83.3
2012-16,Subboro,12,5,Brooklyn Heights/Fort Greene,"88,359",89.2
2012-16,Subboro,13,5,Bedford Stuyvesant,"70,348",78.7
2012-16,Subboro,14,5,Bushwick,"57,366",65.3
2012-16,Subboro,15,5,East New York/Starret City,"75,178",77.0
2012-16,Subboro,16,5,Park Slope/Carroll Gardens,"79,405",91.2
2012-16,Subboro,17,5,Sunset Park,"59,820",59.0
2012-16,Subboro,18,5,N. Crown Heights/Prospect Heights,"74,707",83.5
2012-16,Subboro,19,5,South Crown Heights,"62,913",83.9
2012-16,Subboro,20,5,Bay Ridge,"73,312",81.2
2012-16,Subboro,21,5,Bensonhurst,"99,534",73.8
2012-16,Subboro,22,5,Borough Park,"69,392",77.0
2012-16,Subboro,23,5,Coney Island,"65,857",82.2
2012-16,Subboro,24,5,Flatbush,"86,391",82.1
2012-16,Subboro,25,5,Sheepshead Bay/Gravesend,"90,221",85.3
2012-16,Subboro,26,5,Brownsville/Ocean Hill,"55,229",72.9
2012-16,Subboro,27,5,East Flatbush,"80,471",85.2
2012-16,Subboro,28,5,Flatlands/Canarsie,"122,843",87.4
2012-16,Subboro,29,5,Greenwich Village/Financial District,"116,338",96.2
2012-16,Subboro,30,5,Lower East Side/Chinatown,"93,495",75.7
2012-16,Subboro,31,5,Chelsea/Clinton/Midtown,"115,272",94.4
2012-16,Subboro,32,5,Stuyvesant Town/Turtle Bay,"114,612",97.0
2012-16,Subboro,33,5,Upper West Side,"146,137",94.2
2012-16,Subboro,34,5,Upper East Side,"174,659",97.3
2012-16,Subboro,35,5,Morningside Heights/Hamilton Heights,"68,548",79.3
2012-16,Subboro,36,5,Central Harlem,"75,195",81.0
2012-16,Subboro,37,5,East Harlem,"61,978",74.6
2012-16,Subboro,38,5,Washington Heights/Inwood,"110,544",70.8
2012-16,Subboro,39,5,Astoria,"110,248",83.5
2012-16,Subboro,40,5,Sunnyside/Woodside,"84,364",80.6
2012-16,Subboro,41,5,Jackson Heights,"86,137",69.7
2012-16,Subboro,42,5,Elmhurst/Corona,"68,102",69.8
2012-16,Subboro,43,5,Middle Village/Ridgewood,"102,191",83.6
2012-16,Subboro,44,5,Forest Hills/Rego Park,"81,410",91.9
2012-16,Subboro,45,5,Flushing/Whitestone,"144,685",77.3
2012-16,Subboro,46,5,Hillcrest/Fresh Meadows,"95,856",86.1
2012-16,Subboro,47,5,Kew Gardens/Woodhaven,"78,937",76.5
2012-16,Subboro,48,5,Howard Beach/South Ozone Park,"72,219",76.9
2012-16,Subboro,49,5,Bayside/Little Neck,"79,518",89.1
2012-16,Subboro,50,5,Jamaica,"128,404",80.6
2012-16,Subboro,51,5,Bellerose/Rosedale,"123,389",87.5
2012-16,Subboro,52,5,Rockaways,"60,017",77.5
2012-16,Subboro,53,5,North Shore,"95,924",85.1
2012-16,Subboro,54,5,Mid Island,"85,089",89.0
2012-16,Subboro,55,5,South Shore,"107,264",92.4
2012-16,UHF42,101,4,Kingsbridge - Riverdale,"54,886",83.6
2012-16,UHF42,102,4,Northeast Bronx,"112,295",81.3
2012-16,UHF42,103,4,Fordham - Bronx Pk,"111,118",69.7
2012-16,UHF42,104,4,Pelham - Throgs Neck,"154,616",75.3
2012-16,UHF42,105,4,Crotona -Tremont,"80,754",63.8
2012-16,UHF42,106,4,High Bridge - Morrisania,"83,145",65.0
2012-16,UHF42,107,4,Hunts Point - Mott Haven,"49,416",59.7
2012-16,UHF42,201,4,Greenpoint,"81,540",85.4
2012-16,UHF42,202,4,Downtown - Heights - Slope,"161,887",89.5
2012-16,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"183,287",81.1
2012-16,UHF42,204,4,East New York,"88,907",76.1
2012-16,UHF42,205,4,Sunset Park,"46,858",54.0
2012-16,UHF42,206,4,Borough Park,"157,802",76.0
2012-16,UHF42,207,4,East Flatbush - Flatbush,"174,238",84.6
2012-16,UHF42,208,4,Canarsie - Flatlands,"122,647",86.3
2012-16,UHF42,209,4,Bensonhurst - Bay Ridge,"119,891",80.2
2012-16,UHF42,210,4,Coney Island - Sheepshead Bay,"168,539",83.3
2012-16,UHF42,211,4,Williamsburg - Bushwick,"97,053",69.1
2012-16,UHF42,301,4,Washington Heights,"138,335",71.1
2012-16,UHF42,302,4,Central Harlem - Morningside Heights,"97,154",81.4
2012-16,UHF42,303,4,East Harlem,"57,115",73.7
2012-16,UHF42,304,4,Upper West Side,"160,508",93.8
2012-16,UHF42,305,4,Upper East Side,"175,095",97.3
2012-16,UHF42,306,4,Chelsea - Clinton,"116,192",94.5
2012-16,UHF42,307,4,Gramercy Park - Murray Hill,"102,513",96.7
2012-16,UHF42,308,4,Greenwich Village - SoHo,"63,180",93.0
2012-16,UHF42,309,4,Union Square - Lower East Side,"121,097",82.0
2012-16,UHF42,310,4,Lower Manhattan,"41,305",92.6
2012-16,UHF42,401,4,Long Island City - Astoria,"135,693",85.0
2012-16,UHF42,402,4,West Queens,"236,532",72.0
2012-16,UHF42,403,4,Flushing - Clearview,"152,431",78.0
2012-16,UHF42,404,4,Bayside - Little Neck,"60,311",89.9
2012-16,UHF42,405,4,Ridgewood - Forest Hills,"162,408",87.3
2012-16,UHF42,406,4,Fresh Meadows,"60,343",86.6
2012-16,UHF42,407,4,Southwest Queens,"151,072",76.7
2012-16,UHF42,408,4,Jamaica,"170,527",81.4
2012-16,UHF42,409,4,Southeast Queens,"196,337",88.6
2012-16,UHF42,410,4,Rockaways,"60,017",77.5
2012-16,UHF42,501,4,Port Richmond,"35,817",84.2
2012-16,UHF42,502,4,Stapleton - St. George,"70,381",85.3
2012-16,UHF42,503,4,Willowbrook,"56,584",90.2
2012-16,UHF42,504,4,South Beach - Tottenville,"125,495",91.9
2012-16,Borough,1,1,Bronx,"644,129",71.2
2012-16,Borough,2,1,Brooklyn,"1,402,649",80.0
2012-16,Borough,3,1,Manhattan,"1,076,778",87.0
2012-16,Borough,4,1,Queens,"1,315,458",80.7
2012-16,Borough,5,1,Staten Island,"288,277",88.9
2012-16,Citywide,1,0,New York City,"4,727,291",80.8
2011-15,NTA2010,501,8,Claremont-Bathgate,"11,123",61.6
2011-15,NTA2010,503,8,Eastchester-Edenwald-Baychester,"17,990",79.4
2011-15,NTA2010,505,8,Bedford Park-Fordham North,"23,135",67.7
2011-15,NTA2010,506,8,Belmont,"8,799",62.8
2011-15,NTA2010,507,8,Bronxdale,"17,529",71.5
2011-15,NTA2010,508,8,West Farms-Bronx River,"14,335",61.8
2011-15,NTA2010,509,8,Soundview-Castle Hill-Clason Point-Harding Park,"26,120",74.0
2011-15,NTA2010,510,8,Pelham Bay-Country Club-City Island,"16,407",82.4
2011-15,NTA2010,513,8,Co-op City,"29,722",85.2
2011-15,NTA2010,514,8,East Concourse-Concourse Village,"24,395",62.4
2011-15,NTA2010,517,8,East Tremont,"15,144",58.5
2011-15,NTA2010,522,8,North Riverdale-Fieldston-Riverdale,"17,457",92.7
2011-15,NTA2010,526,8,Highbridge,"14,689",65.7
2011-15,NTA2010,527,8,Hunts Point,"9,489",60.7
2011-15,NTA2010,528,8,Van Cortlandt Village,"23,915",72.7
2011-15,NTA2010,529,8,Spuyten Duyvil-Kingsbridge,"19,926",86.5
2011-15,NTA2010,530,8,Kingsbridge Heights,"13,277",66.8
2011-15,NTA2010,531,8,Allerton-Pelham Gardens,"18,162",77.9
2011-15,NTA2010,533,8,Longwood,"9,337",57.2
2011-15,NTA2010,534,8,Melrose South-Mott Haven North,"14,019",59.6
2011-15,NTA2010,535,8,Morrisania-Melrose,"15,332",63.5
2011-15,NTA2010,536,8,University Heights-Morris Heights,"22,412",67.7
2011-15,NTA2010,537,8,Van Nest-Morris Park-Westchester Square,"14,618",74.7
2011-15,NTA2010,539,8,Mott Haven-Port Morris,"17,086",55.7
2011-15,NTA2010,540,8,Fordham South,"9,230",60.9
2011-15,NTA2010,541,8,Mount Hope,"20,582",63.7
2011-15,NTA2010,543,8,Norwood,"18,755",71.7
2011-15,NTA2010,544,8,Williamsbridge-Olinville,"31,537",78.5
2011-15,NTA2010,546,8,Parkchester,"17,419",80.2
2011-15,NTA2010,549,8,Pelham Parkway,"16,730",80.1
2011-15,NTA2010,552,8,Schuylerville-Throgs Neck-Edgewater Park,"26,809",82.5
2011-15,NTA2010,555,8,Soundview-Bruckner,"13,565",60.8
2011-15,NTA2010,559,8,Westchester-Unionport,"13,085",74.5
2011-15,NTA2010,562,8,Woodlawn-Wakefield,"24,761",83.1
2011-15,NTA2010,563,8,West Concourse,"14,458",64.0
2011-15,NTA2010,575,8,Crotona Park East,"7,943",62.7
2011-15,NTA2010,4709,8,Brooklyn Heights-Cobble Hill,"18,039",97.5
2011-15,NTA2010,4717,8,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"40,649",86.2
2011-15,NTA2010,4719,8,Brighton Beach,"21,846",87.5
2011-15,NTA2010,4721,8,Seagate-Coney Island,"13,733",70.0
2011-15,NTA2010,4723,8,West Brighton,"12,646",94.3
2011-15,NTA2010,4725,8,Homecrest,"24,371",83.6
2011-15,NTA2010,4726,8,Gravesend,"16,009",77.3
2011-15,NTA2010,4727,8,Bath Beach,"18,004",76.7
2011-15,NTA2010,4728,8,Bensonhurst West,"46,533",71.0
2011-15,NTA2010,4729,8,Bensonhurst East,"33,780",73.2
2011-15,NTA2010,4730,8,Dyker Heights,"23,404",71.1
2011-15,NTA2010,4731,8,Bay Ridge,"51,895",86.4
2011-15,NTA2010,4732,8,Sunset Park West,"23,507",60.9
2011-15,NTA2010,4733,8,Carroll Gardens-Columbia Street-Red Hook,"27,469",87.6
2011-15,NTA2010,4734,8,Sunset Park East,"20,890",45.4
2011-15,NTA2010,4735,8,Stuyvesant Heights,"33,367",76.7
2011-15,NTA2010,4737,8,Park Slope-Gowanus,"52,089",92.9
2011-15,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"26,205",85.9
2011-15,NTA2010,4740,8,Windsor Terrace,"14,604",90.8
2011-15,NTA2010,4741,8,Kensington-Ocean Parkway,"19,353",82.1
2011-15,NTA2010,4742,8,Flatbush,"57,399",80.4
2011-15,NTA2010,4743,8,Midwood,"29,037",86.3
2011-15,NTA2010,4744,8,Madison,"24,489",85.5
2011-15,NTA2010,4745,8,Georgetown-Marine Park-Bergen Beach-Mill Basin,"29,932",90.8
2011-15,NTA2010,4746,8,Ocean Parkway South,"10,496",86.3
2011-15,NTA2010,4750,8,Canarsie,"49,247",84.8
2011-15,NTA2010,4758,8,Flatlands,"41,968",86.3
2011-15,NTA2010,4760,8,Prospect Lefferts Gardens-Wingate,"39,183",82.0
2011-15,NTA2010,4761,8,Crown Heights North,"56,584",79.2
2011-15,NTA2010,4763,8,Crown Heights South,"21,934",83.7
2011-15,NTA2010,4764,8,Prospect Heights,"15,145",93.5
2011-15,NTA2010,4768,8,Fort Greene,"16,596",81.9
2011-15,NTA2010,4769,8,Clinton Hill,"23,786",91.0
2011-15,NTA2010,4772,8,Williamsburg,"9,647",71.9
2011-15,NTA2010,4773,8,North Side-South Side,"33,154",85.0
2011-15,NTA2010,4775,8,Bedford,"33,277",77.8
2011-15,NTA2010,4776,8,Greenpoint,"24,959",91.5
2011-15,NTA2010,4777,8,Bushwick North,"22,347",57.6
2011-15,NTA2010,4778,8,Bushwick South,"32,332",66.7
2011-15,NTA2010,4779,8,Ocean Hill,"14,821",72.9
2011-15,NTA2010,4781,8,Brownsville,"26,816",72.5
2011-15,NTA2010,4782,8,East New York,"44,247",78.8
2011-15,NTA2010,4783,8,Cypress Hills-City Line,"21,116",72.6
2011-15,NTA2010,4785,8,East New York (Pennsylvania Ave),"12,903",72.2
2011-15,NTA2010,4788,8,Borough Park,"39,064",71.8
2011-15,NTA2010,4790,8,East Williamsburg,"21,258",78.6
2011-15,NTA2010,4791,8,East Flatbush-Farragut,"32,186",87.3
2011-15,NTA2010,4793,8,Starrett City,"7,035",77.2
2011-15,NTA2010,4795,8,Erasmus,"15,355",82.4
2011-15,NTA2010,4796,8,Rugby-Remsen Village,"31,498",82.7
2011-15,NTA2010,6101,8,Marble Hill-Inwood,"25,810",71.6
2011-15,NTA2010,6103,8,Central Harlem North-Polo Grounds,"44,000",79.0
2011-15,NTA2010,6104,8,Hamilton Heights,"27,053",74.1
2011-15,NTA2010,6106,8,Manhattanville,"10,796",67.6
2011-15,NTA2010,6109,8,Morningside Heights,"30,498",88.8
2011-15,NTA2010,6111,8,Central Harlem South,"28,023",82.9
2011-15,NTA2010,6112,8,Upper West Side,"98,910",92.4
2011-15,NTA2010,6113,8,Hudson Yards-Chelsea-Flatiron-Union Square,"59,096",94.1
2011-15,NTA2010,6114,8,Lincoln Square,"47,129",97.3
2011-15,NTA2010,6115,8,Clinton,"34,241",93.2
2011-15,NTA2010,6117,8,Midtown-Midtown South,"21,454",96.1
2011-15,NTA2010,6119,8,Turtle Bay-East Midtown,"41,918",98.3
2011-15,NTA2010,6120,8,Murray Hill-Kips Bay,"36,236",95.4
2011-15,NTA2010,6121,8,Gramercy,"20,212",97.6
2011-15,NTA2010,6122,8,East Village,"30,697",94.0
2011-15,NTA2010,6123,8,West Village,"53,998",98.6
2011-15,NTA2010,6124,8,SoHo-TriBeCa-Civic Center-Little Italy,"28,915",90.9
2011-15,NTA2010,6125,8,Battery Park City-Lower Manhattan,"32,157",97.1
2011-15,NTA2010,6127,8,Chinatown,"22,263",62.9
2011-15,NTA2010,6128,8,Lower East Side,"40,198",71.4
2011-15,NTA2010,6131,8,Lenox Hill-Roosevelt Island,"63,694",96.9
2011-15,NTA2010,6132,8,Yorkville,"64,338",96.6
2011-15,NTA2010,6133,8,East Harlem South,"31,346",76.6
2011-15,NTA2010,6134,8,East Harlem North,"27,939",70.8
2011-15,NTA2010,6135,8,Washington Heights North,"38,310",73.3
2011-15,NTA2010,6136,8,Washington Heights South,"44,291",67.4
2011-15,NTA2010,6140,8,Upper East Side-Carnegie Hill,"44,717",98.1
2011-15,NTA2010,6150,8,Stuyvesant Town-Cooper Village,"15,531",96.2
2011-15,NTA2010,8101,8,South Jamaica,"19,431",77.6
2011-15,NTA2010,8102,8,Springfield Gardens North,"16,084",87.5
2011-15,NTA2010,8103,8,Springfield Gardens South-Brookville,"11,880",85.6
2011-15,NTA2010,8105,8,Rosedale,"15,991",89.2
2011-15,NTA2010,8106,8,Jamaica Estates-Holliswood,"16,080",86.1
2011-15,NTA2010,8107,8,Hollis,"12,161",81.9
2011-15,NTA2010,8108,8,St. Albans,"31,615",87.4
2011-15,NTA2010,8110,8,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"17,755",88.2
2011-15,NTA2010,8112,8,Hammels-Arverne-Edgemere,"17,291",74.5
2011-15,NTA2010,8115,8,Far Rockaway-Bayswater,"23,393",71.6
2011-15,NTA2010,8117,8,Forest Hills,"61,792",92.7
2011-15,NTA2010,8118,8,Rego Park,"19,690",90.1
2011-15,NTA2010,8119,8,Glendale,"19,912",85.5
2011-15,NTA2010,8120,8,Ridgewood,"37,109",78.0
2011-15,NTA2010,8121,8,Middle Village,"24,413",86.3
2011-15,NTA2010,8122,8,Flushing,"39,411",73.2
2011-15,NTA2010,8123,8,College Point,"13,850",78.7
2011-15,NTA2010,8125,8,Corona,"24,864",66.1
2011-15,NTA2010,8126,8,North Corona,"18,491",53.4
2011-15,NTA2010,8127,8,East Elmhurst,"11,453",75.8
2011-15,NTA2010,8128,8,Jackson Heights,"57,298",75.6
2011-15,NTA2010,8129,8,Elmhurst,"43,081",70.1
2011-15,NTA2010,8130,8,Maspeth,"16,892",85.0
2011-15,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,"42,345",83.0
2011-15,NTA2010,8133,8,Cambria Heights,"12,867",90.3
2011-15,NTA2010,8134,8,Queens Village,"31,458",82.8
2011-15,NTA2010,8135,8,Briarwood-Jamaica Hills,"24,244",82.4
2011-15,NTA2010,8137,8,Kew Gardens Hills,"22,558",88.4
2011-15,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,"18,735",84.1
2011-15,NTA2010,8141,8,Fresh Meadows-Utopia,"11,518",87.4
2011-15,NTA2010,8142,8,Oakland Gardens,"18,802",90.4
2011-15,NTA2010,8143,8,Bellerose,"16,294",87.5
2011-15,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,"15,698",90.7
2011-15,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,"17,933",92.3
2011-15,NTA2010,8146,8,Bayside-Bayside Hills,"30,107",89.0
2011-15,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,"16,251",92.0
2011-15,NTA2010,8148,8,Auburndale,"13,396",86.1
2011-15,NTA2010,8149,8,Whitestone,"19,911",86.3
2011-15,NTA2010,8150,8,Elmhurst-Maspeth,"14,443",75.3
2011-15,NTA2010,8151,8,Murray Hill,"31,207",79.5
2011-15,NTA2010,8152,8,East Flushing,"15,250",77.1
2011-15,NTA2010,8153,8,Woodhaven,"30,439",76.2
2011-15,NTA2010,8154,8,Richmond Hill,"31,728",72.5
2011-15,NTA2010,8155,8,South Ozone Park,"42,788",74.8
2011-15,NTA2010,8156,8,Ozone Park,"12,400",79.0
2011-15,NTA2010,8157,8,Lindenwood-Howard Beach,"18,286",85.2
2011-15,NTA2010,8160,8,Kew Gardens,"15,378",89.0
